Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
198,[NEW] GraphQL in React.js and Node.js,The modern way to build API's,https://www.udemy.com/course/graph-ql/,Daniel Arzuaga,4.0,227,2.5 total hours,14 lectures,All Levels,"21,697 students",True,ree
201,Angular 2 & 4 complete tutorial with additional firebase,A course complete course in building world standard web and mobile first applications with angular2,https://www.udemy.com/course/angular-2-final-complete-tutorial-with-additional-firebase/,Dave Partner,4.5,225,1.5 total hours,7 lectures,All Levels,"14,991 students",True,ree
204,HTML CSS Easy steps to create a web template from scratch,Complete easy to follow guide to create your own web template using HTML and CSS Quick Crash course for beginners,https://www.udemy.com/course/html-css-easy-steps-to-create-a-web-template-from-scratch/,Laurence Svekis,4.6,223,1 total hour,15 lectures,Beginner,"19,915 students",True,ree
207,jQuery Fundamentals Powerful Bootcamp for beginners,"Quality jQuery learning with no wasted time, jQuery is powerful to for web developers.  JavaScript with examples",https://www.udemy.com/course/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,Laurence Svekis,4.8,221,3 total hours,48 lectures,All Levels,"26,452 students",True,ree
210,"Angular 4, Quick Start",This is the course to quick start Angular 4 and Angular 2 in less than an hour,https://www.udemy.com/course/angular-quick-start/,Dina Esmaeili,3.9,219,1 total hour,15 lectures,Beginner,"11,755 students",True,ree
213,CSS Box Model Padding Margins Borders,How to work with the CSS Box model learning about Margins Padding and Borders for HTML elements,https://www.udemy.com/course/css-box-model-padding-margins-borders/,Laurence Svekis,3.8,219,38 total mins,8 lectures,Beginner,"9,111 students",True,ree
216,Learn How to Make A WordPress Website 2018,Create a WordPress Website Step by Step - DRAG AND DROP,https://www.udemy.com/course/learn-how-to-make-a-wordpress-website-2018/,Wordpress Guru,4.5,218,3.5 total hours,26 lectures,Beginner,"12,370 students",True,ree
171,React Clarified: “Thinking in React”,Improve your understanding of React,https://www.udemy.com/course/react-clarified-thinking-in-react/,Tom Bowden (AutoScreencast),4.7,218,40 total mins,7 lectures,Intermediate,"5,491 students",True,ree
174,Getting Started with Amazon Web Services,Quick course to start with Amazon Web Services and deploy your first static website.,https://www.udemy.com/course/getting-started-with-amazon-web-services/,Shozab Ways,3.6,216,38 total mins,9 lectures,Beginner,"12,526 students",True,ree
177,Heroku Masterclass-How to Deploy your Node JS App on Heroku?,Heroku Masterclass,https://www.udemy.com/course/heroku-masterclass-how-to-deploy-your-node-js-app-on-heroku/,Balaji Sridharan,4.6,213,1 total hour,16 lectures,All Levels,"13,522 students",True,ree
180,Web development for Beginners,and the basics to become a Web developer,https://www.udemy.com/course/web-development-for-beginners-basics/,Dan Georgiev,4.1,211,41 total mins,11 lectures,Beginner,"9,059 students",True,ree
183,Create a CRUD API with Laravel and Postman,Learn how to leverage the power of a Laravel back end API.,https://www.udemy.com/course/create-a-crud-api-with-laravel-and-postman/,Quentin Watt,4.5,210,1.5 total hours,12 lectures,Beginner,"12,839 students",True,ree
186,Blockchain for beginners,Blockchain for beginners,https://www.udemy.com/course/blockchain-for-beginners/,Ashwinkumar Suryavanshi,4.0,210,1.5 total hours,21 lectures,Beginner,"9,070 students",True,ree
189,"php function with MySQL (Insert, Update and Delete)","Simple Insert, Update and Delete Function using PHP code and MySQL Database",https://www.udemy.com/course/php-function-with-mysql-insert-update-and-delete/,Tarang B. Patel,4.7,209,1 total hour,8 lectures,Beginner,"10,703 students",True,ree
192,Customizr - Learn WordPress with the ultimate creative theme,"Create a beautiful, fully functional and mobile ready website from scratch by following step-by-step instructions",https://www.udemy.com/course/wpcustomizrcourse/,Daniel Boudreau,4.8,208,5 total hours,70 lectures,Beginner,"13,094 students",True,ree
195,HTML and CSS Basics,Start creating webpages using HTML and CSS,https://www.udemy.com/course/html-and-css-basics-d/,Michael Phillimore,4.6,206,2.5 total hours,28 lectures,Beginner,"8,204 students",True,ree
198,Learn HTML5 with CSS Free,Learn web development using HTML and CSS,https://www.udemy.com/course/learn-html5-with-css-free/,Sunil Joseph,4.4,205,2 total hours,6 lectures,All Levels,"8,804 students",True,ree
201,Learn How to Design & Build a WordPress Website in 2020!,Complete Beginners Guide - Step by Step,https://www.udemy.com/course/learn-how-to-design-build-a-wordpress-website/,Hogan Chua,4.1,203,4 total hours,38 lectures,Beginner,"10,327 students",True,ree
204,How to Make a Wordpress Website - Step by Step!! - 2020,A complete step by step wordpress tutorial! Learn how to use WordPress to develop and build a website from scratch.,https://www.udemy.com/course/how-to-make-a-wordpress-website-step-by-step-j/,Wordpress Guru,4.6,203,2.5 total hours,16 lectures,All Levels,"8,268 students",True,ree
207,Web Developer Basics,Basics of the most common web programming languages at one package on your hand.,https://www.udemy.com/course/webbasics/,Mohamed Hosny,4.3,199,2 total hours,23 lectures,Beginner,"13,286 students",True,ree
210,CSS : CSS Awesomeness,Learn To Write CSS the awesome way!,https://www.udemy.com/course/css-css-awesomeness/,Gilad Tsur Mayer,3.8,198,42 total mins,20 lectures,Beginner,"7,811 students",True,ree
213,Bootstrap 4 crash course by building Single Page Website,Crash course for those who want to make a single page website using Twitter Bootstrap 4 within 2 hours.,https://www.udemy.com/course/create-single-page-website-using-twitter-bootstrap/,Jay Mayu,4.1,197,1.5 total hours,18 lectures,Beginner,"15,421 students",True,ree
216,React Redux Toolkit complete guide,Take your state management skills in react into another level by using redux toolkit than traditional redux,https://www.udemy.com/course/react-redux-toolkit-complete-guide/,i novotek Academy,4.3,193,1.5 total hours,11 lectures,Beginner,"15,762 students",True,ree
171,Portfolio Website with Node JS & Express,"Create a fully-working, professional portfolio site using Node JS & Express",https://www.udemy.com/course/portfolio-website-with-node-js-express/,Dan Kwon,4.5,193,3 total hours,11 lectures,Beginner,"13,723 students",True,ree
174,How to Make a Wordpress Website 2018,"The most simple guide on creating, publishing, launching, and growing a Wordpress website.",https://www.udemy.com/course/how-to-wordpress/,Blaine Cline,4.1,191,34 total mins,10 lectures,Beginner,"6,379 students",True,ree
177,How to use React with Firebase and Redux,Learn how to work with a React Web Template by creating a functional authentication using Redux and Firebase.,https://www.udemy.com/course/how-to-use-react-with-firebase-and-redux/,Creative Tim,3.7,190,37 total mins,22 lectures,Beginner,"11,986 students",True,ree
180,Create your own Cryptocurrency & ICO with Solidity - [LIGHT],Become a Blockchain Developer by creating your own ICO-Cryptocurrency with Ethereum & Solidity - Tutorial 2019,https://www.udemy.com/course/create-your-own-cryptocurrency-ico-with-solidity-light/,ARdeveloper TT,3.9,189,1 total hour,21 lectures,Beginner,"8,946 students",True,ree
183,Developing Database Application using Spring MVC and MyBatis,Developing a database web application using Spring MVC and Mybatis/iBatis,https://www.udemy.com/course/developing-database-application-using-spring-mvc-and-mybatis/,Bushan Sirgur,4.3,187,2.5 total hours,24 lectures,Intermediate,"12,073 students",True,ree
186,CSS 3 Loading Animations,Learn CSS3 Simple Loading Animations with Ease.,https://www.udemy.com/course/css-3-loading-animations/,Stefan Omerovic,4.0,187,1 total hour,12 lectures,Beginner,"12,438 students",True,ree
189,PDO (PHP Data Objects),PHP PDO Tutorials for Beginners,https://www.udemy.com/course/pdo-php-data-objects/,Anuj Kumar,4.5,187,31 total mins,7 lectures,Beginner,"6,711 students",True,ree
192,All The Way CSS - The Complete CSS Adventure,What You Really Should Know,https://www.udemy.com/course/all-the-way-css-the-complete-css-adventure/,Philipp Rost,4.7,183,5.5 total hours,41 lectures,Beginner,"16,077 students",True,ree
195,Nuxt.js - Blazing Fast Static Sites with Vue.js (for FREE),Build highly amazing Vue JS apps with Nuxt.js. Nuxt uses server-side-rendering and a folder-based configuration.,https://www.udemy.com/course/introduction-nuxt-js/,"Carter Snook, Coding United",4.0,183,40 total mins,10 lectures,Intermediate,"5,976 students",True,ree
198,How to Start a WordPress Blog/Website - Beginners Guide!,Learn step by step how to setup your own blog!,https://www.udemy.com/course/start-a-blog/,Hogan Chua,4.5,182,2.5 total hours,21 lectures,Beginner,"10,342 students",True,ree
201,Start with HTML5/CSS3 & Bootstrap (2021),A course for beginners in HTML & CSS,https://www.udemy.com/course/html-css-bootstrap/,Guillaume Duhan,4.1,181,1 total hour,11 lectures,Beginner,"11,686 students",True,ree
204,HTML and CSS - Lets Build a Mixer Clone,Learn to code for free,https://www.udemy.com/course/html-and-css-lets-build-a-mixer-clone/,Joe Santos Garcia,4.2,178,2.5 total hours,5 lectures,Beginner,"13,673 students",True,ree
207,Web Development Concepts with Scriptcase,For those who want to start programming with web technologies!,https://www.udemy.com/course/web-development-concepts-with-scriptcase/,Carlos Ferreira,4.6,176,9.5 total hours,10 lectures,Beginner,"15,502 students",True,ree
210,Programming for Non-Programmers,It's fun programming.,https://www.udemy.com/course/programming-for-non-programmers-a-fun-way/,Coding Gears | Train Your Brain,4.5,174,2 total hours,34 lectures,Beginner,"9,040 students",True,ree
213,Start with Javascript (2021),Basic JavaScript course for everyone in 2 hours,https://www.udemy.com/course/start-javascript/,Guillaume Duhan,4.3,172,2 total hours,22 lectures,Beginner,"12,341 students",True,ree
216,Learn How To Build A Corporate Website Using Joomla! 2.5,THIS COURSE USES JOOMLA 2.5. You should only use this course if you are maintaining a Joomla 2.5 website.,https://www.udemy.com/course/build-a-corporate-website/,Kray Mitchell,4.2,171,1.5 total hours,10 lectures,All Levels,"12,163 students",True,ree
171,It’s Not Magic! It’s HTML5,A course for complete beginners! Learn the skills you need to create your first simple website with HTML5!,https://www.udemy.com/course/its-not-magic-its-html5-a-course-for-complete-beginners/,Richard Hart,4.4,171,2 total hours,54 lectures,Beginner,"10,760 students",True,ree
174,Gulp - Build a Web Developer Starter Kit,Automate your local environment with javascript,https://www.udemy.com/course/build-a-web-developer-starter-kit/,Joe Santos Garcia,4.9,168,1.5 total hours,12 lectures,Beginner,"7,976 students",True,ree
177,Express course - Develop Web Apps/SaaS with PHP and ATK,Value your time! Learn efficiently. Fast pace. Carefully selected curriculum leading to real results.,https://www.udemy.com/course/web-apps-with-php-and-atk/,Romans Malinovskis,4.5,167,5.5 total hours,25 lectures,Beginner,"14,845 students",True,ree
180,Flexbox: The complete guide,"A complete guide across all the properties, values and concepts behind the new Flexbox CSS module.",https://www.udemy.com/course/flexbox-the-complete-guide/,Rodolfo Gonçalves,4.6,164,1 total hour,16 lectures,All Levels,"7,713 students",True,ree
183,Learn How to Make A Website with WordPress - 2019!,Create a WordPress Website Step by Step - DRAG AND DROP,https://www.udemy.com/course/learn-how-to-make-a-website-with-wordpress-2019/,Wordpress Guru,4.0,164,2 total hours,15 lectures,All Levels,"9,539 students",True,ree
186,Laravel Query Builder,Utilising Laravel's powerful  query builder to do the heavy lifting while interacting with database,https://www.udemy.com/course/laravel-query-builder/,Ali Shah,4.4,164,1.5 total hours,8 lectures,Beginner,"8,715 students",True,ree
189,HTML Basics,Learn the absolute basics of HTML and create your own profile with these 11 short videos.,https://www.udemy.com/course/colorcode-html-basics/,ColorCode .io,4.5,163,1 total hour,11 lectures,All Levels,"4,842 students",True,ree
192,Pure JavaScript Calculator Code ES6 Learn JavaScript,Explore how you can create a fully functional JavaScript calculator with only JavaScript - simple project to practice,https://www.udemy.com/course/javascript-code-exercise/,Laurence Svekis,4.6,160,44 total mins,18 lectures,All Levels,"12,152 students",True,ree
195,Build A WordPress Website from Home,Learn how to start your own niche content site with no coding skills required.,https://www.udemy.com/course/step-by-step-guide-for-building-a-website/,Mitch Stevens,4.3,158,1 total hour,14 lectures,Beginner,"16,467 students",True,ree
198,Get started Creating Websites Everything you need provided,Everything you need to know on how to create your own websites even sell them for extra income.  Online income made easy,https://www.udemy.com/course/get-started-creating-websites-everything-you-need-provided/,Laurence Svekis,4.8,157,3 total hours,44 lectures,Beginner,"26,882 students",True,ree
201,Creating a Simple Newsletter Signup Using PHP and MySQL,In this course we are going to add a newsletter signup form that saves to a database.,https://www.udemy.com/course/creating-a-simple-newsletter-signup-using-php-and-mysql/,"Malcolm Knott, Daniel Walter Scott",4.4,156,1 total hour,14 lectures,All Levels,"11,133 students",True,ree
204,Responsive Design with NEW Materialize,Mobile First Responsive Design - Learn to create a custom Responsive Web Site within minutes with Materialize Framework,https://www.udemy.com/course/responsive-design-with-new-google-materialize/,Laurence Svekis,4.3,156,1.5 total hours,37 lectures,All Levels,"21,803 students",True,ree
207,Creating Single Page Apps using ASP.Net Core and React,SPA using ASP.Net Core and React,https://www.udemy.com/course/creating-single-page-apps-using-aspnet-core-and-react/,SkillBakery Studio,4.5,154,1 total hour,17 lectures,All Levels,"7,624 students",True,ree
210,Quick-start with JavaScript in 2020,Learn JavaScript quickly,https://www.udemy.com/course/quick-start-with-javascript-in-2020/,Taurius Litvinavicius,4.0,152,38 total mins,10 lectures,Beginner,"14,016 students",True,ree
213,Component Driven Development using angular 1.5,Single Page Application (SPA) using components.,https://www.udemy.com/course/component-driven-development-using-angular-15/,Md Mujibur Rahman,3.9,152,31 total mins,9 lectures,Beginner,"10,939 students",True,ree
216,How to Build a Professional Website on your Own in 2 hours,Create Professional Websites With Zero Experience Using WordPress,https://www.udemy.com/course/how-to-build-a-professional-website-on-your-own-in-2-hours/,Rahul Jain,4.0,152,1.5 total hours,20 lectures,Beginner,"11,069 students",True,ree
171,Introduction to Ruby on Rails,Learn Basics and Introduction to Ruby Programming with Rails Framework,https://www.udemy.com/course/introduction-to-ruby-on-rails/,Elementary Learners,3.7,152,1 total hour,13 lectures,Beginner,"9,360 students",True,ree
174,Learn HTML Basics,Learn to Write HTML. This course is useful for absolute beginners!,https://www.udemy.com/course/html-in-one-hour/,Srini Vanamala,4.5,150,2 total hours,17 lectures,Beginner,"6,390 students",True,ree
177,HTML For Absolute Beginners,Get Started Becoming A Web Developer,https://www.udemy.com/course/beginners-html/,Andrew Holloway,4.4,147,2.5 total hours,96 lectures,All Levels,"8,800 students",True,ree
180,React 101 in 60 minutes,Getting started with React fundamentals,https://www.udemy.com/course/react-101-in-60-minutes/,Ashutosh Bhardwaj,3.9,147,1 total hour,13 lectures,Beginner,"7,509 students",True,ree
183,Javascript Array Methods,Learn Javascript Array Methods with ease. Encounter 15 different Array Methods.,https://www.udemy.com/course/javascript-array-methods/,Stefan Omerovic,4.5,146,30 total mins,17 lectures,Beginner,"9,657 students",True,ree
186,Angular: ASP.Net Core Overview,Harness the power of Angular using ASP.Net Core,https://www.udemy.com/course/angular-letting-nodejs-do-the-heavy-lifting/,David Donovan,3.9,145,1 total hour,13 lectures,Intermediate,"12,491 students",True,ree
189,The PHP 7 Microcourse - Learn PHP in a Day!,Taste-test PHP. Do you have what it takes to be a software engineer?,https://www.udemy.com/course/the-php-7-microcourse-learn-php-in-a-day/,"Rick Mac Gillis, Red Scale Corporation",4.0,144,2 total hours,11 lectures,Beginner,"18,722 students",True,ree
192,Complete ExpressJS and MongoDB for Beginners in 2 hours,"After the completion of this course, you will easily be able to create REST APIs with ExpressJS and MongoDB",https://www.udemy.com/course/expressjs-with-valeed/,Valeed Mehmood,4.6,142,2 total hours,18 lectures,Beginner,"13,862 students",True,ree
195,How to Convert Excel to a Custom Web Application with Caspio,This course will teach you how to create a web application without writing a single line of code,https://www.udemy.com/course/how-to-convert-excel-to-a-custom-web-application-with-caspio/,Ned Pajic,3.8,142,1 total hour,5 lectures,Beginner,"15,667 students",True,ree
198,Create a tiny app with React Native,Get started with React native with a tiny application,https://www.udemy.com/course/create-a-tiny-app-with-react-native/,Coding Revolution,4.6,141,1.5 total hours,12 lectures,Beginner,"9,190 students",True,ree
201,Install Wordpress Locally & Move Website Online,Learn how to install wordpress on computer using free software called WAMP Server. Build Websites and Blogs Free.,https://www.udemy.com/course/install-wordpress-locally-move-localhost-website-online/,Aamir Javeed,4.6,139,44 total mins,14 lectures,All Levels,"6,060 students",True,ree
204,Angular 2 Demystified,Conquer Angular2 and TypeScript fundamentals - Build Great Mobile & Web Applications With Angular 2 (EBOOK INCLUDED),https://www.udemy.com/course/introduction-to-angular2/,AJ Meyghani,4.0,138,3.5 total hours,49 lectures,All Levels,"11,825 students",True,ree
207,Learn Django by building a stock management system - Part 1,Django Framework,https://www.udemy.com/course/learn-django-by-building-a-store-management-system/,Abdourahman Badjie,4.1,138,2 total hours,14 lectures,All Levels,"6,980 students",True,ree
210,Bootstrap unleash the power Rapid web development,Complete Guide to using Bootstrap and creating mobile first responsive web pages.  Future of web development is here.,https://www.udemy.com/course/bootstrap-3-responsive-design-tutorial-fundamentals/,Laurence Svekis,4.2,137,5.5 total hours,70 lectures,All Levels,"24,412 students",True,ree
213,Create a Dynamic User Registration Form from scratch,Complete guide to creating an interactive dynamic login and user registration system connecting frontend & backend code,https://www.udemy.com/course/create-a-dynamic-user-registration-form-from-scratch/,Laurence Svekis,4.3,135,3 total hours,39 lectures,Beginner,"15,263 students",True,ree
216,Build a Complete JQuery Plugin,"Use jQuery to create an amazing, animated, full fledged plugin, including the best practices of writing JQuery plugin.",https://www.udemy.com/course/build-a-complete-jquery-plugin-image-pop-up-dialog/,Umair Jameel,4.6,134,1 total hour,12 lectures,All Levels,"10,942 students",True,ree
171,React Basics for Beginners,React Components and JSX,https://www.udemy.com/course/react-basics-for-beginners-javascript/,Web University by Harsha Vardhan,4.4,134,2 total hours,16 lectures,Beginner,"7,235 students",True,ree
174,Python - Bottle Web Framework,A micro web framework to rule them all.,https://www.udemy.com/course/python-bottle-web-framework/,Szabó Dániel Ernő,4.2,133,2 total hours,13 lectures,Beginner,"18,267 students",True,ree
177,Build An eCommerce Site With WooCommerce and WooLentor,Learn how to build a professional eCommerce store using WordPress WooCommerce &  Elementor using all the best free tools,https://www.udemy.com/course/how-to-build-an-ecommerce-site-with-wordpress-woocommerce/,HasThemes Academy,4.9,132,2 total hours,26 lectures,Beginner,"3,444 students",True,ree
180,MERN Stack Authentication And Deployment,Learn how to authenticate user and deploy MERN stack application on Heroku,https://www.udemy.com/course/mern-stack-authentication-and-deployment/,Farhan Farooq,3.8,131,1 total hour,5 lectures,Beginner,"7,582 students",True,ree
183,Build an online forum in less than 1 hour,Learn how to build your own online forum and how to build a huge community for your forum. NO CODE KNOWLEDGE NEEDED.,https://www.udemy.com/course/build-an-online-forum-in-less-than-1-hour/,Zachary Matar,4.7,129,43 total mins,9 lectures,All Levels,"13,033 students",True,ree
186,How to Make WordPress Membership Website,Make a Membership Website  - Indeed Ultimate Membership Plugin,https://www.udemy.com/course/how-to-make-wordpress-membership-website-and-make-money/,Nayyar Shaikh,3.8,126,2.5 total hours,18 lectures,All Levels,"13,450 students",True,ree
189,Getting Started with HTML,Simple introduction to learning HTML learn in under 1 hour how to use HTML,https://www.udemy.com/course/html-basics-course/,Laurence Svekis,4.5,124,1.5 total hours,18 lectures,Beginner,"12,133 students",True,ree
192,Build a Website in less than 2 Hours! (Step by Step),"Quick and easy, step by step course, where you can learn how to build website in less than 2 hours with HTML and CSS",https://www.udemy.com/course/build-a-website-in-less-than-2-hours-step-by-step/,MasterMinds Tutorials,4.3,123,2 total hours,15 lectures,Beginner,"11,181 students",True,ree
195,Introduction to web development,"Build the website: How to start if you never did it before (Wix, WordPress; HTML, images and more)",https://www.udemy.com/course/intro-to-web-dev/,Tatiana Minina,4.5,122,1.5 total hours,16 lectures,Beginner,"7,973 students",True,ree
198,Wordpress Website Mastery 2017,Create a Professional Mobile Responsive Website in 1 Hour ( without any coding experienced needed ),https://www.udemy.com/course/wordpress-website-mastery-2017/,Jimmy Tran,3.8,122,2.5 total hours,22 lectures,Beginner,"9,913 students",True,ree
201,"Richard Stibbard's ""MySQL/PDO Connection"" - A mini-course",A series of mini-projects showing how to connect to a MySQL database using PDO (PHP Data Objects) in PHP.,https://www.udemy.com/course/richard-stibbards-mysql-pdo-connection/,Richard Stibbard,4.6,122,35 total mins,9 lectures,Beginner,"5,356 students",True,ree
204,HTML Learn HTML5 in 1 Hour Quick Learn Course Beginners,Explore HTML and how you can begin creating web content writing HTML code for web pages  All the Source Code included,https://www.udemy.com/course/html-learn-html5/,Laurence Svekis,4.7,121,1 total hour,29 lectures,Beginner,"6,481 students",True,ree
207,Laravel Vue SPA Admin Panel,Admin panel using laravel and vue js,https://www.udemy.com/course/laravel-vue-spa-admin/,Subhendu Bhatta,3.4,120,3 total hours,10 lectures,All Levels,"13,683 students",True,ree
210,How to Make a WordPress Website 2020,Learn How To Create a WordPress Website and Publish it on the Internet,https://www.udemy.com/course/how-to-make-a-wordpress-website-2020/,Easy Tutorials,4.2,118,33 total mins,6 lectures,All Levels,"6,794 students",True,ree
213,Vue.js for Beginners: Up and Running with Vue,A beginner's guide to learn the basics of the JavaScript Framework Vue.js,https://www.udemy.com/course/vue-intro/,Dan Vega,4.2,117,2 total hours,17 lectures,Beginner,"3,792 students",True,ree
216,PHP :basics for beginners,you will learn basics of PHP,https://www.udemy.com/course/php-basics-for-beginners-new/,Naveen Kumar A,3.9,117,1.5 total hours,12 lectures,All Levels,"7,304 students",True,ree
171,Modern Wordpress Theme Development,Developing a custom theme using Sage 9 starter theme,https://www.udemy.com/course/modern-wordpress-theme-development/,Ali Shah,4.5,114,3 total hours,13 lectures,Intermediate,"10,022 students",True,ree
174,Node.js Bootcamp - Create Server-Side Apps with JS,Build Server-Side Apps with JavaScript,https://www.udemy.com/course/nodejs-bootcamp-create-server-side-apps-with-js/,"Pablo Farias Navarro, Zenva Academy",4.1,113,1.5 total hours,15 lectures,Intermediate,"11,645 students",True,ree
177,Learn JavaScript Basics,Learn to Write JavaScript. This course is useful for absolute beginners!,https://www.udemy.com/course/javascript-in-one-hour/,Srini Vanamala,3.9,112,1 total hour,18 lectures,Beginner,,True,ree
180,RxJS unit testing in Angular application. The whole picture.,I will make you understand the system - the system of RxJS unit testing tools in Angular applications.,https://www.udemy.com/course/rxjs-unit-testing-in-angular-application-the-whole-picture/,Oleksandr Poshtaruk,4.3,110,1 total hour,11 lectures,Intermediate,"6,063 students",True,ree
183,Introduction to ASP.NET Core Razor Pages (.NET 6),Quick Introduction to ASP.NET Core  MVC (.NET 6) with Entity Framework Core,https://www.udemy.com/course/introduction-to-aspnet-core-razor-pages-net-6/,Bhrugen Patel,4.5,108,2 total hours,29 lectures,Beginner,"6,281 students",True,ree
186,Laravel 8 – Build a shopping cart & deploy it on Cloudways,Learn how to build a Laravel project & Deploy it using Cloudways,https://www.udemy.com/course/laravel-8-build-a-shopping-cart-and-deploy-it-on-cloudways/,Dary Nazar,4.6,108,2 total hours,30 lectures,Intermediate,"8,347 students",True,ree
189,Build an Elegant Website for Your Business with WordPress,Learn how to build a great looking WordPress website for selling and promoting your business,https://www.udemy.com/course/build-an-elegant-website-for-your-business-with-wordpress/,Alexander Oni,3.9,108,2 total hours,20 lectures,Beginner,"10,981 students",True,ree
192,free web accessibility introduction,accessibility laws and screen reader testing,https://www.udemy.com/course/introduction-to-web-accessibility-and-assistive-technology/,Taylor Arndt,4.5,106,1 total hour,14 lectures,Beginner,"1,892 students",True,ree
195,NextJS up and running,Quickest NextJS + TypeScript setup for static websites and blogs,https://www.udemy.com/course/nextjs-up-and-running/,Atila Fassina,3.7,106,39 total mins,18 lectures,All Levels,"4,151 students",True,ree
198,Building a Ruby on Rails Application with Neo4j,Learn how to build a Ruby on Rails application with a Neo4j backend from scratch and develop your data model,https://www.udemy.com/course/building-a-ruby-on-rails-application-with-neo4j/,Brian Underwood,4.3,106,32 total mins,7 lectures,Intermediate,"12,537 students",True,ree
201,HTML For Everyone: Real World Coding in HTML,Learn web development essential HTML from scratch. With this HTML course you don't need previous knowledge on HTML,https://www.udemy.com/course/html-for-everyone-real-world-coding-in-html/,Oak Academy,4.7,104,1.5 total hours,14 lectures,Beginner,"5,277 students",True,ree
204,WordPress Website Programming for Beginners with ACF,Advanced Custom Fields is a powerful skill everyone should acquire who want's to program WordPress Websites!,https://www.udemy.com/course/wordpress-green-belt/,Malte Helmhold,3.8,103,1.5 total hours,16 lectures,Intermediate,"5,434 students",True,ree
207,Tyton's Ultimate Wordpress Training Academy,Learn How to Create Wordpress Websites with NO CODE!,https://www.udemy.com/course/tytons-ultimate-wordpress-training-academy/,Tyler Horvath,4.3,101,3 total hours,25 lectures,All Levels,"9,214 students",True,ree
210,How To Make A WordPress Website For Beginners - Step by Step,Create a WordPress Website Step by Step - DRAG AND DROP,https://www.udemy.com/course/how-to-make-a-wordpress-website-for-beginners-step-by-step/,Wordpress Guru,4.1,100,1.5 total hours,13 lectures,All Levels,"8,452 students",True,ree
213,Create Interactive Portfolio Grid using CSS and HTML,Become Expert In Creating Modern and Interactive CSS Widgets for Websites & Learn CSS Pseudo Class Selectors,https://www.udemy.com/course/create-interactive-portfolio-grid-using-css-and-html/,Ravikumar R,4.5,100,1 total hour,7 lectures,All Levels,"6,598 students",True,ree
216,CSS Basics,Learn the basics of styling with these core CSS concepts in 13 short videos,https://www.udemy.com/course/colorcode-css-basics/,ColorCode .io,3.8,100,1 total hour,13 lectures,Beginner,"5,666 students",True,ree
171,React - Build your React App fast using React Design System,Create a beautiful React website fast as never before using Creative Tim Argon Design System for react completely FREE,https://www.udemy.com/course/creative-tim/,Icaro Lavrador,4.4,97,2 total hours,23 lectures,All Levels,"19,161 students",True,ree
174,Learn How To Build A Professional Web Site By Using Joomla,The Best Course  For Learning How To Use Joomla CMS to Build a Professional  Web Sits,https://www.udemy.com/course/learn-how-to-build-a-professional-web-site-by-using-joomla/,Nader Hantash,4.2,96,4 total hours,29 lectures,All Levels,"18,550 students",True,ree
177,cssSelector Tutorial from basic to advance level.,The complete cssSelector course.,https://www.udemy.com/course/cssselector-tutorial-from-basic-to-advance-level/,Sanjay Kumar,4.8,95,1.5 total hours,14 lectures,All Levels,"7,932 students",True,ree
180,Complete WordPress Mastery - Up To Date Trainings - ALWAYS,Learn everything you need to know about using WordPress to set-up your sites in minutes using the latest version 4.0,https://www.udemy.com/course/wordpress-39-unveiled-build-your-own-site-fast/,"Crucial Advantage, Zimmaron Zsido",4.3,93,3.5 total hours,18 lectures,All Levels,"11,545 students",True,ree
183,How to Create a Stunning Website for Free with Google Sites,Quick and easy learning how to use Google Sites to create professional sites.,https://www.udemy.com/course/how-to-create-a-stunning-website-for-free-with-google-sites/,Anton Cristian,4.4,92,1 total hour,8 lectures,Beginner,"3,304 students",True,ree
186,"WordPress Website 2019 HTTPS, Elementor & Futurio Free Theme","How to create an HTTPS WordPress website with Elementor 2019 and Free Futurio Theme properly in 1,5 Hours",https://www.udemy.com/course/wordpress-website-2019-https-elementor-futurio-theme/,Kim Muellner,4.6,91,1.5 total hours,23 lectures,Beginner,"9,487 students",True,ree
189,Web development road map series,the path to be a web developer and the most common techniques (JavaScript - PHP- C# - Python ),https://www.udemy.com/course/web-development-road-map-series/,Ahmed Ahmed Hassan,4.5,90,33 total mins,6 lectures,Beginner,"5,111 students",True,ree
192,Bootstrap 4 : Building Projects,Learn Bootstrap 4 framework building proffesional responsive website projects,https://www.udemy.com/course/bootstrap-4-building-projects/,Happy Code,4.6,90,3 total hours,33 lectures,All Levels,"11,248 students",True,ree
195,React For Beginners 2022,"A brief introduction to ReactJS for beginners, learn React from scratch.",https://www.udemy.com/course/react-for-beginners-2022/,Ashutosh Pawar,4.5,90,2 total hours,19 lectures,Beginner,"4,660 students",True,ree
198,Web development Learn Html in 2 hours with certification,Learn complete html with certification in just 2 hours and boost your skills for web development,https://www.udemy.com/course/web-development-learn-html-in-2-hours-with-certification/,Dev Nirwal,4.0,90,2 total hours,35 lectures,All Levels,"4,907 students",True,ree
201,Get Results - Core Principles of Web Development Tricks Tips,Technology is ALWAYS changing we help you stay on top of future trends and techniques in web development,https://www.udemy.com/course/web-development-foundations-base-for-your-coding-environment/,Laurence Svekis,4.0,89,1.5 total hours,27 lectures,All Levels,"26,964 students",True,ree
