Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
Joomla Bundle,Joomla Quick Start and Intermediate combined for an in depth look at Building and Maintaining Websites with Joomla CMS.,https://www.udemy.com/course/joomla-bundle/,Intellezy Trainers,3.5,3.0,3.5,60,All Levels,1592.0,Paid,599
Create a REAL Social Network like Facebook with a native app,"Learn how to create your very own Social Networking website & native app from scratch! without coding, with all features",https://www.udemy.com/course/create-a-real-social-network-like-facebook-with-a-native-app/,Ismail Taibi,1.3,3.0,4.0,41,All Levels,357.0,Paid,649
Learn Dynamic HTML5 Programming,Develop Compelling Web Applications and Games!,https://www.udemy.com/course/learn-dynamic-html5-programming/,Skill Pass,4.2,3.0,3.0,26,All Levels,758.0,Paid,549
Stocks and Currency Visualization in Angular 9.x,Visualize Live and Historical Stocks and Currency data using Highcharts Highstocks,https://www.udemy.com/course/ng9-stocks-currency-visualization/,Pravinkumar Dabade,2.9,3.0,5.0,66,Intermediate,41.0,Paid,649
Spring Boot 2 Fundamentals,Learn to quickly build and deploy production-ready microservices within the Java and JVM ecosystem,https://www.udemy.com/course/spring-boot-2-fundamentals/,Packt Publishing,3.8,3.0,6.5,52,Beginner,56.0,Paid,649
Learn Alpine.js: Up & Running with Alpine.js v3,"Learn all about version 3 of the new, lightweight, JavaScript framework.",https://www.udemy.com/course/learn-alpinejs/,Koen Woortman,4.4,3.0,0.6,14,Beginner,149.0,Paid,549
Angular 8 CURD operation with JWT Authentication,Angular 8 Live Project,https://www.udemy.com/course/angular-8-curd-operation-with-jwt-authentication/,Munesh Sharma,3.7,3.0,4.0,27,Beginner,10.0,Paid,549
Build a Video Conference App from Scratch  with PHP + WebRTC,"Build a one to one Peer to Peer  Video Conference App from Scratch using WebRTC, WebSocket , PHP +JS",https://www.udemy.com/course/build-a-video-conference-app-from-scratch-with-php-webrtc/,Christopher Glikpo,5.0,3.0,7.5,56,All Levels,19.0,Paid,599
React node contact form with nodemailer,"Learm how to create a full stack dynamic contact form with react.js, node.js, express and nodemailer!",https://www.udemy.com/course/react-node-contact-form-with-nodemailer/,Odysseas kolas,4.8,3.0,5.0,25,Intermediate,30.0,Paid,649
Build Mobile Apps with Ionic Framework,Learn to build real world Ionic applications forever,https://www.udemy.com/course/build-mobile-apps-with-ionic-framework/,Jahlom Precious Agboado,3.8,3.0,3.5,45,Beginner,13.0,Paid,599
Java 8 New features,"Learn to Java 8 step-by-step and make your first unique, advanced program.",https://www.udemy.com/course/java8-new-features/,Rahul Rampurkar,3.9,3.0,2.0,5,Beginner,1592.0,Paid,549
Managing Microservices in Practice,Get your Microservices into the cloud and communicating,https://www.udemy.com/course/managing-microservices-in-practice/,Packt Publishing,4.0,3.0,3.5,31,Intermediate,22.0,Paid,599
The Complete React and Next JS Bootcamp 2021,Learn the complete React JS and the Production ready framework Next JS in a single course,https://www.udemy.com/course/the-complete-react-and-next-js-bootcamp-2021/,K.Sathyaprakash Reddy,4.7,3.0,14.5,91,Beginner,53.0,Paid,549
Node.js Frameworks Blueprint,"The Definite Guide to learn Nodejs top Frameworks, Express, Nest.js, Sails.js, Adonis, Serverless, Loopack and much more",https://www.udemy.com/course/nodejs-frameworks-blueprint/,Haider Malik,2.5,3.0,12.0,178,Beginner,44.0,Paid,699
Full Stack Bootcamp Series - Develop About Page [PART 1],"Develop a responsive about page for an imaginary pastry shop using HTML, CSS, Bootstrap and deploy in AWS.",https://www.udemy.com/course/fullstackpart1/,Chandrasekaran Janardhanan,5.0,3.0,5.0,242,Beginner,14.0,Paid,549
Salesforce Development,Apex Tutorial,https://www.udemy.com/course/salesforce-development-rocks/,Sasikumar J,3.7,3.0,1.5,12,Beginner,765.0,Paid,549
Figma to React : Build 10 Login Pages in React 2022,Build 10 Login pages in React with Figma Prototypes,https://www.udemy.com/course/figma-to-react-build-10-login-pages-in-react-2022/,K.Sathyaprakash Reddy,4.3,3.0,5.5,37,Beginner,28.0,Paid,599
Build A RESTful API With AdonisJS 5,Learn how to build a RESTful API with AdonisJS 5,https://www.udemy.com/course/build-a-restful-api-with-adonisjs-5/,Chimezie Enyinnaya,3.9,3.0,1.5,20,Beginner,14.0,Paid,549
HTML and HTML5 Scratch. The Most Complete masterclass in 8h,Learn All Codes HTML and the New Tags in HTML5! Essential Course with Exercises for Creating your Websites from Scratch!,https://www.udemy.com/course/html-and-html5-scratch-the-most-complete-masterclass-in-8h/,JobboJ Courses,1.9,2.0,7.0,39,All Levels,1592.0,Paid,649
Building a Complete Web Application with Ruby on Rails,Learn to build a complete Ruby on Rails web application from start to finish.,https://www.udemy.com/course/master-rubyonrails-development/,"Artech Learning, LLC.",3.1,2.0,6.0,57,All Levels,36.0,Paid,599
JavaScript Projects JS Dynamic interactive DOM elements,Perfect to practice and learn more about JavaScript and DOM interactions create useful components and more,https://www.udemy.com/course/javascript-mini-projects/,Laurence Svekis,5.0,2.0,9.5,80,All Levels,116.0,Paid,649
Object-oriented in PHP with database+Framework(Codeigniter),Take your skills to another level by learning Object Oriented Programming in php,https://www.udemy.com/course/object-oriented-in-php-with-database-and-framework-codeigniter/,Shakzee Arain,3.0,2.0,18.5,119,All Levels,11.0,Paid,549
CI/CD Pipelines for Static Front End Web Applications,Practical Course for automating build pipelines,https://www.udemy.com/course/cicd-pipelines-for-static-front-end-web-applications/,Tony Truong,2.7,2.0,1.0,9,Beginner,18.0,Paid,549
Code a Resume and CV Page using popular web frameworks,"Learn web design by coding the same website using Bootstrap 4, Bootstrap 5, Bulma, Semantic UI, Foundation & Materialize",https://www.udemy.com/course/code-a-resume-and-cv-page-using-various-popular-web-frameworks/,Jeppe Schaumburg Jensen,2.5,2.0,10.0,81,Beginner,26.0,Paid,649
TYPESCRIPT FOR BEGINNERS WITH A CRUD PROJECT IN 5 HOURS,Learn and build projects with Typescript  (JavaScript Superset),https://www.udemy.com/course/typescript-for-beginners-with-a-crud-project-in-3-hours/,Peter Njuno,3.8,2.0,5.0,32,Beginner,17.0,Paid,549
Build a WordPress plugin instead of using theme's functions,Learn to build your own custom plugins and how you can add codes to it avoid using functions.php,https://www.udemy.com/course/build-a-custom-wordpress-plugin/,Saujan Man Pradhan,4.8,2.0,1.0,10,Intermediate,12.0,Paid,649
Spring Framework and Hibernate with ASP.NET MVC Course,"Learn Spring Boot, Hibernate, Rest, Database, Maven and ASP MVC with hands-on examples. Become Spring Framework master",https://www.udemy.com/course/spring-framework-and-hibernate-with-aspnet-mvc-bonus-course/,Oak Academy,4.5,2.0,27.0,201,Beginner,33.0,Paid,649
Elementor and the Hello Theme Crash Course | Step 1 to Done,Quickly learn the fundamentals of Elementor and the Hello Theme to design any type of website you want,https://www.udemy.com/course/elementor-hello-theme/,David Utke,4.4,2.0,2.0,16,Beginner,5.0,Paid,549
WooCommerce Tutorial - Make a Professional Online Store,Learn how to create an online store with WordPress and WooCommerce,https://www.udemy.com/course/woocommerce-tutorial/,David Utke,4.4,2.0,2.5,21,Intermediate,7.0,Paid,549
How to make WordPress website with DIVI 2020 and Toolset,How to make WordPress website with DIVI 2020 and Toolset,https://www.udemy.com/course/how-to-make-wordpress-website-with-divi-2020-and-toolset/,ahmed elcheikh Graphimonta,4.8,2.0,3.5,5,Beginner,3283.0,Paid,549
Create a  Wix Website and Blog From Scratch,Create a website and blog with Wix using a blank template.,https://www.udemy.com/course/create-wix-website/,David Utke,4.0,2.0,1.5,16,Beginner,12.0,Paid,549
WordPress Gutenberg Editor 2021,"Learn the main features of the most advanced block editor and how to use it to design website,create posts and pages",https://www.udemy.com/course/wordpress-gutenberg-editor-2021/,Tapishi Levis Tangunung,2.8,2.0,0.7,8,All Levels,3.0,Paid,599
Laravel | Build an Awesome Weather Website,Build an Awesome Weather Website Using Laravel,https://www.udemy.com/course/laravel-build-weather-web-app/,Mustafa Alawi,3.3,2.0,2.0,39,Beginner,5.0,Paid,649
Laravel | Create a Football Scores Website,Create a Football Results Website Using Laravel,https://www.udemy.com/course/laravel-create-a-football-scores-website/,Mustafa Alawi,5.0,2.0,2.0,45,Intermediate,15.0,Paid,599
HTML5 and CSS,"Learn to create your first (and complex) web pages using HTML and CSS, the 2 most important languages on the web.",https://www.udemy.com/course/html5-and-css/,Jaime Ortega,5.0,2.0,1.0,65,Beginner,11.0,Paid,549
Building GraphQL APIs and Clients using .Net,Learn GraphQL fundamentals from the ground up using C# and .Net,https://www.udemy.com/course/building-graphql-apis-and-clients-using-net/,"Al B, James Adcock",4.3,2.0,1.5,21,Intermediate,19.0,Paid,599
Wordpress Tutorial How To Build A Wordpress Website for 2021,How To Install Wordpress  On Your Doman And  How To Create Basic Pages.,https://www.udemy.com/course/wordpress-from-start-to-finish/,Simon Colhoun,4.5,2.0,3.0,12,Beginner,1853.0,Paid,799
HTML5 for Beginners (2018) Starting place for Web Developers,"With tech rising up into so many industries and careers, now has never been a better time to be a bit more technical!",https://www.udemy.com/course/html5-for-beginners-starting-place-for-web-developers/,Jonathan Fernandez,4.6,2.0,2.0,16,Beginner,12.0,Paid,549
"How to Create Professional PHP Router (MVC, FrameWork, Fast)",Make a PHP Router (Make Advanced MVC PHP),https://www.udemy.com/course/php-router/,Bilal Zeyada,2.2,2.0,3.0,35,All Levels,11.0,Paid,699
Google Blogger- The Complete Course to Create a Cool Blog,Make your own Blog or Website Online for FREE with Zero Coding Experience with the Easy and Free Platform Google Blogger,https://www.udemy.com/course/google-blogger-for-bogging/,Rick Pensi,4.4,2.0,2.5,13,All Levels,8.0,Paid,549
Do 100% Secure Your WordPress Website,Make Sure your WordPress Security||  Protect WordPress From Malware,https://www.udemy.com/course/secureyourwordpresswebsite/,E-Learning platform,5.0,2.0,2.0,16,All Levels,8.0,Paid,599
2HRS-Step-BY-Step: Use Wordpress Gutenberg Editor Like A Pro,"""Finally, Learn How To Use the WordPress Gutenberg Editor...Starting Today""& Learn how to Use React in Gutenberg Editor",https://www.udemy.com/course/learn-how-to-use-wordpress-gutenberg-editor-step-by-step/,Taarush Kane,3.5,2.0,2.5,12,All Levels,7.0,Paid,549
Advanced WordPress  SetUp - Update  step by step,Set Up for Beginners-How to Create Easy WordPress Shop Site,https://www.udemy.com/course/create-shop-websites-easy-builder-advanced-wordpress-tactics/,Milos Djordjevic,5.0,2.0,1.0,20,All Levels,1169.0,Paid,549
"Node, Express, React and Mongo DB full stack development","learn to create a full stack web application from scratch using React, Node, Express JS and Mongo DB",https://www.udemy.com/course/node-express-react-and-mongo-db-full-stack-development/,Vinay Kumar,4.3,2.0,1.0,20,Beginner,6.0,Paid,549
Twenty Twenty One Theme Tutorial - Create a Stunning Website,Create a website using the Twenty Twenty One theme and the Gutenberg Editor,https://www.udemy.com/course/twenty-twenty-one-theme/,David Utke,3.3,2.0,2.0,18,Beginner,6.0,Paid,549
Code REST API: With NodeJS (Express) and mongoDB (mongoose),"A relaxed course about how to build your own API with NodeJS, Express and mongoDB",https://www.udemy.com/course/how-to-build-an-api-nodejs-express-and-mongodb-mongoose/,Thomas Sluga,3.8,2.0,5.0,48,Intermediate,9.0,Paid,549
The Complete jQuery Course: From Beginner To Advanced!,jQuery for beginners jQuery Exercises Included with Source Code. Create Dynamic Interactive web content jQuery Coding,https://www.udemy.com/course/full-jquery-course/,The Content Boss,5.0,2.0,1.5,20,All Levels,7.0,Paid,649
Build WordPress Website like Facebook for FREE,"How to create Professional social community website like Facebook with Wordpress for FREE - No Coding, Just Drag & Drop",https://www.udemy.com/course/build-wordpress-website-like-facebook-for-free/,Being Commerce,5.0,2.0,2.0,26,All Levels,10.0,Paid,549
Git & GitHub for absolute beginners,In this course you will learn how you can use Git & GitHub to publish your code and let other employers see your work.,https://www.udemy.com/course/git-github-for-absolute-beginners/,Gautham Vijayan,5.0,2.0,1.5,31,Beginner,6.0,Paid,549
"Build A TodoList with Java, Spring Boot and Angular",Build a Full Stack Todolist Application Fast and Easy,https://www.udemy.com/course/build-a-todolist-with-java-spring-boot-and-angular/,CodeBrains.IO Tech Training,3.4,2.0,2.0,24,Beginner,2437.0,Paid,599
Build A TodoList with Kotlin Spring Boot and Ionic Angular,Learn to build a Full Stack Kotlin and Angular Application in No Time,https://www.udemy.com/course/build-a-todolist-with-kotlin-spring-boot-and-ionic-angular/,CodeBrains.IO Tech Training,3.5,2.0,1.5,24,Beginner,3248.0,Paid,599
MySQL and PHP Fundamentals,Create a real life project using MySQL.,https://www.udemy.com/course/mysql-blog/,Stone River eLearning,3.5,2.0,2.5,19,Beginner,96.0,Paid,549
How to create Blogger Blogs with blogger Advanced,Advanced Blogger Blog Information. Take your Blogger Blog to the next level.,https://www.udemy.com/course/how-to-create-your-free-blogs-with-bloggercom-advanced/,Thomas Grant,5.0,2.0,4.5,52,Intermediate,72.0,Paid,599
PSD to HTML5 + Bootstrap: A Complete Guide,PSD to HTML5 is a modern way of converting PSD to html5. Learn how to convert PSD to Responsive Website using Bootstrap.,https://www.udemy.com/course/psd-to-html5-bootstrap-a-complete-guide/,Vipin Singh,2.8,2.0,7.5,111,All Levels,19.0,Paid,599
Fundamentals of ASP.NET Core 3,Create powerful applications for the modern web using ASP.NET Core 3,https://www.udemy.com/course/fundamentals-of-aspnet-core-3/,Packt Publishing,4.2,2.0,4.0,32,Beginner,15.0,Paid,649
Complete Cyber Security Threat Intelligence Researcher,"Learn Cyber Security like a Real World Hacker! Learn Cyber Security concepts such as hacking, malware, firewalls, worms",https://www.udemy.com/course/javascript-web-development/,Muneer Butayeeb,2.6,2.0,1.5,16,All Levels,205.0,Paid,699
Create a Custom Service Worker without Ejecting from CRA,How to create a custom Service Worker in a React PWA made with Create-React-App without having to eject.,https://www.udemy.com/course/create-custom-service-worker-without-ejecting-from-cra/,Brenton Marquez,4.2,2.0,0.7,19,Intermediate,16.0,Paid,549
Complete React Web Application Development Bootcamp,Full Stack React application development course with real world projects,https://www.udemy.com/course/complete-react-web-application-development-bootcamp/,Eldor Togaymurotov,4.8,2.0,8.5,42,Beginner,30.0,Paid,649
Securing Microservices in AspNetCore World(netcore5),Turn IdentityServer4 Into an Enterprise Authorization Server for Your  Apps,https://www.udemy.com/course/securing-microservices-in-aspnetcore-world-netcore5/,F. Frank Ozz,4.0,2.0,5.5,41,All Levels,66.0,Paid,599
Angular and Golang Authentication: Forgot & Reset Password,"Go (Golang) APIs, Go with Fiber Framework, Angular 10, Typescript, MySQL, Migrations, Send Emails",https://www.udemy.com/course/angular-go-authentication/,Antonio Papa,4.3,2.0,2.5,28,Beginner,24.0,Paid,549
Top and Best Laravel Admin Panel With Projects,"In this Course, I will demonstrate important Laravel Admin Panel that you must know and regularly use in Laravel app",https://www.udemy.com/course/laravel-admin-panel-with-projects/,MillionCourses Learning Solutions,4.0,2.0,1.0,19,All Levels,4.0,Paid,549
Laravel 8.X e-commerce VS React JS e-commerce with Paypal,"Learn the basics of ReactJS, Laravel and build a web application with PayPal API from scratch.",https://www.udemy.com/course/react-and-laravel/,Héritier N'kele N'kele,3.8,2.0,36.5,218,All Levels,30.0,Paid,599
Building a REST API with Express,Take the power of information into your own hands by building a REST API that you can use for business or for fun!,https://www.udemy.com/course/rest-express/,Daniel Stern,1.7,2.0,1.5,14,Intermediate,123.0,Paid,599
2021 - Setup Wordpress E-COMMERCE Website using WooCommerce,WooCommerce & how to set up an E-COMMERCE store with Wordpress and WooCommerce! In Just 10 Simple Steps +Premium Plugins,https://www.udemy.com/course/setup-wordpress-ecommerce-website-using-woocommerce-in-2021/,Taarush Kane,3.8,2.0,1.5,10,All Levels,371.0,Paid,549
2022 ASP .NET Core (MVC) Complete Course-Beginner to advance,A project based course to help you get started in building business and personal applications using .NET Core MVC,https://www.udemy.com/course/2022-asp-net-core-mvc-complete-course-beginner-to-advance/,Linda Mazibuko,2.7,2.0,13.5,82,All Levels,13.0,Paid,599
"10 projects in10 Day HTML5, CSS3, JavaScript in 2022",JavaScript - CSS - HTML - Arrow Functions - CallBack functions - simple functions- let -const -10 project in 10 day,https://www.udemy.com/course/the-challenge-quiz-game-with-html-css-js/,"Jadi Ekhteyari, Neamat Andishmand",5.0,2.0,8.5,51,All Levels,2743.0,Paid,599
Learn to code 20 HTML 5 web apps from scratch and make money,The A-Z guide on how to code in HTML 5 and make cross platform web apps. Start your new money making future today!,https://www.udemy.com/course/learn-to-code-20-html-5-web-apps-from-scratch-and-make-money/,John Bura,4.0,2.0,12.5,233,All Levels,167.0,Paid,699
Deploying AngularJS,Application development and deployment made easy with AngularJS and Heroku ,https://www.udemy.com/course/deploying-angularjs/,Packt Publishing,4.4,2.0,1.5,19,All Levels,91794.0,Paid,649
Beginning Java Data Structures and Algorithms,Sharpen your problem solving and data organization skills using Java data structures and algorithms,https://www.udemy.com/course/beginning-java-data-structures-and-algorithms/,Packt Publishing,4.7,2.0,3.0,35,Beginner,23.0,Paid,599
build a basic personal website using HTML,introduction to HTML and accessibility,https://www.udemy.com/course/introduction-to-html-u/,Taylor Arndt,4.0,2.0,0.7,7,Beginner,378.0,Paid,549
CPanel for  Linux hosting step by step  guide from scratch,Learn how to use Linux Hosting from step by to manage your website,https://www.udemy.com/course/cpanel-for-linux-hosting-step-by-step-guide-from-scratch/,Shakzee Arain,1.0,2.0,2.5,17,All Levels,21.0,Paid,549
WordPress FREE Hosting on Google Cloud,"Free WordPress Hosting, Free Professional Email and more.",https://www.udemy.com/course/wordpress-free-hosting-on-google-cloud/,Hong Ly,4.5,2.0,1.5,25,All Levels,14.0,Paid,549
Beginning Deno Development (Future Node js),Build your own Deno Todo app and REST API in 3 hours,https://www.udemy.com/course/denojsdev/,Greg Lim,5.0,2.0,3.0,52,All Levels,21.0,Paid,599
Ultimate WordPress Course - Master WordPress From Scratch,"One of the fastest WordPress Courses, Covered all major and additional topics under just 5 hours!",https://www.udemy.com/course/best-wordpress-course/,Kritish Chopra,5.0,2.0,4.5,24,All Levels,12.0,Paid,649
Mongo GoLang Go Python PHP Node React Management Interface,With a 3D React Interface,https://www.udemy.com/course/mongo-golang-go-python-php-node-react-management-interface/,Zach LaCourse,5.0,2.0,24.5,124,All Levels,72.0,Paid,599
How to Deploy a Web Project in Godaddy Server,Deploy the Project || Project in Live || Godaddy Account Creation || Domain Purchase || Hosting Purchase || CPanel,https://www.udemy.com/course/how-to-deploy-a-web-project-in-godaddy-server/,BK Nagendra Reddy,3.0,2.0,1.5,18,All Levels,13.0,Paid,649
Yii Framework For Absolute Beginners,Learn Yii Framework The Easy Way,https://www.udemy.com/course/yii-framework-for-absolute-beginners/,Mustafa Alawi,5.0,2.0,1.5,31,Beginner,6.0,Paid,699
One page Portfolio template with sliding sections,"Create a dynamic portfolio with a slideshow using Html, Css, Javascript and Keyframes",https://www.udemy.com/course/one-page-portfolio-template-with-sliding-sections/,Annie Ring,4.5,2.0,1.0,5,Beginner,459.0,Paid,549
All in One Foundation Course for Static Website Development,"Get to Learn basics of: Digital Marketing, UX Design, UI Design, CSS, JavaScript & jQuery",https://www.udemy.com/course/all-in-one-foundation-course-for-static-website-development/,Adithyudu Bhaskaruni,4.2,2.0,7.0,50,Beginner,12.0,Paid,549
HTML & CSS Full Course: From Beginner To Pro,Become a HTML and CSS warrior with a single course,https://www.udemy.com/course/html-css-full-course-from-beginner-to-pro/,Faith Nwabuisi,4.8,2.0,4.5,24,All Levels,8.0,Paid,699
Create Instagram Clone Using PHP From Scratch,Ultimate Instagram Bootcamp | Create Instagram Clone Using PHP and MySql,https://www.udemy.com/course/create-instagram-clone-using-php/,Mustafa Alawi,4.4,2.0,15.0,125,Intermediate,18.0,Paid,599
Instagram UI Clone Header Tooltip w/ NextJS & TailwindCSS,Step by Step to build the instagram header and tooltip same as real one,https://www.udemy.com/course/instagram-ui-clone-header-tooltip-w-nextjs-tailwindcss/,Kim Chen,4.3,2.0,0.6,11,All Levels,5.0,Paid,599
Create a Stunning Portfolio Website from scratch,in WordPress...,https://www.udemy.com/course/create-a-stunning-portfolio-website-from-scratch/,Sridhar Iyer,5.0,2.0,4.0,18,All Levels,36.0,Paid,599
Terraform and AWS DevOps,In this Course you will learn all the needed Terraform Skills and Tricks needed for your Career.,https://www.udemy.com/course/terraform-and-aws-devops/,Musab Zayadneh,4.4,2.0,7.5,101,All Levels,1004.0,Paid,599
MERN Stack News Application with Tailwind CSS,"Build a Full stack News Portal Application with React , Node , Express , Mongo DB",https://www.udemy.com/course/mern-stack-news-application-with-tailwind-css-2022/,K.Sathyaprakash Reddy,5.0,2.0,5.5,29,Beginner,29.0,Paid,549
Go From Zero to Hero with Node.js,A practical guide to building high-performance server-side applications with Node.js and projects in Node.js,https://www.udemy.com/course/go-from-zero-to-hero-with-nodejs/,Packt Publishing,3.3,2.0,6.0,51,Intermediate,28.0,Paid,599
Learning Path:Learning Functional Data Structure & Algorithm,Unlock complex data structures and algorithms and get the most out of functional programming,https://www.udemy.com/course/learning-pathlearning-functional-data-structure-algorithm/,Packt Publishing,3.6,2.0,5.5,59,Beginner,48.0,Paid,649
Learn Web Design with WordPress,"Learn how to build effective, functional websites using WordPress starting from the very beginning.",https://www.udemy.com/course/learn-web-design-with-wordpress/,Ayodeji Agboola,4.2,2.0,3.5,25,Beginner,12.0,Paid,599
How to Build an Artist Website,Learn how to build a proper website to showcase and sell your artwork!,https://www.udemy.com/course/how-to-build-an-artist-website/,James Corwin,4.3,2.0,1.0,6,All Levels,15.0,Paid,549
The Guide of the Advanced Techniques in Web Development,Do you want to increase your income by improving the way you code?,https://www.udemy.com/course/the-ultimate-advanced-techniques-in-web-development/,Iulian Bubolea,4.3,2.0,2.5,29,Intermediate,952.0,Paid,599
Learn ES6 and advanced Javascript the faster and easier way,"Javascript: Aiming to explain and convey, the fundamentals of ECMAscript6 and implementation of advanced Javascript.",https://www.udemy.com/course/es6-with-advanced-javascript/,Piyush Srivastava,2.1,2.0,16.0,134,All Levels,12.0,Paid,599
Ultimate Preact Course,Learn about the new Preactjs library! We will explore how to use it for software development. This similiar to React,https://www.udemy.com/course/ultimate-preact-course/,Bryan Ellis,2.0,2.0,1.0,11,All Levels,26.0,Paid,649
How to Build 1 Million Requests per Minute with Golang,Go: the Great Stack for high load applications,https://www.udemy.com/course/how-to-handling-1-million-requests-per-minute-with-golang/,eugene maksymenko,2.2,2.0,0.5,8,All Levels,43.0,Paid,699
"The NodeJs Backend Crash Course 2022:Express, RestApI & More","Master NodeJS in 6 hrs Learn Express, Templating, Middlewares, MVC, Rest API, Servers & More to Develop Scaling Node app",https://www.udemy.com/course/node-express-crash-course-2021-restfulapi-servers-more/,Ankit K,3.0,2.0,6.5,52,All Levels,19.0,Paid,549
Bootcamp: Hands on Practical ASP.NET Core MVC 3,"Accelerating and enhancing ASP.NET Core MVC 3.x development, Entity Framework Core, Security, Deploying to Azure",https://www.udemy.com/course/aspnet-core-mvc-31/,Agus Kurniawan,3.9,2.0,2.0,40,All Levels,1592.0,Paid,549
Deploy NodeJs Apps to Pivotal Cloud Foundry (PCF),Learn to deploy NodeJs App with MySQL Database to Pivotal Cloud Foundry (PCF),https://www.udemy.com/course/learn-to-deploy-nodejs-apps-to-pivotal-cloud-foundry-pcf/,Infybuzz Learning,3.9,2.0,1.0,18,All Levels,20.0,Paid,549
Build Personal Blog Using Javascript & Firebase,Create Your Personal Blog Using Vanilla Javascript & Firebase (No Frameworks),https://www.udemy.com/course/build-a-blog-using-vanilla-javascript/,Mustafa Alawi,3.1,2.0,4.5,49,Intermediate,10.0,Paid,649
"LEARNING PATH: Development with React, Angular & TypeScript",Build cutting-edge web applications,https://www.udemy.com/course/learning-path-development-with-react-angular-typescript/,Packt Publishing,2.2,2.0,8.0,90,Beginner,44.0,Paid,649
Advanced Form Component with VueJs,Learn how to code a reusable set of form components with VueJs,https://www.udemy.com/course/advanced-form-component-with-vuejs/,Sebastian Sulinski,2.7,2.0,6.5,40,Intermediate,31.0,Paid,899
Bootstrap 4 from Scratch,Learn the Bootstrap 4 framework and build amazing websites with top quality,https://www.udemy.com/course/bootstrap-4-from-scratch/,Victor Bastos,5.0,2.0,3.0,20,Beginner,156.0,Paid,649
"Up and Running with  Angular, Ionic and Firebase",Learn how to create awesome applications with Angular and Ionic while mastering Firebase,https://www.udemy.com/course/up-and-running-with-angular-ionic-and-firebase/,Flavio Oliveira,4.5,2.0,3.5,16,All Levels,26.0,Paid,549
"JavaScript Animations and Transitions with Greensock,BarbaJS",Learn how to create immersive animations and transitions with Greensock library and Barba.js,https://www.udemy.com/course/javascript-animations-course-with-gsap-and-barbajs/,Ofek Nakar,2.9,2.0,2.5,11,Beginner,16.0,Paid,549
Learn Web API - Ultimate Course,Web API-  All You need to know,https://www.udemy.com/course/learnwebapi/,Coders GUID,1.3,2.0,3.0,40,All Levels,6.0,Paid,549
Node.js: Building an advanced MVC-like project architecture,Learn how to develop a custom MVC-like Node app structure for more complex projects.,https://www.udemy.com/course/nodejs-building-an-advanced-mvc-like-project-architecture/,Dino Numić,4.0,2.0,6.5,58,Intermediate,37.0,Paid,599
HTML & CSS for Normal People,Project-based learning for fron-end web development,https://www.udemy.com/course/html-css-for-normal-people/,Leo Urushibata,4.6,2.0,2.5,42,Beginner,6.0,Paid,549
Build a multi-lingual app with Quick ORM (Tamarind v1),Build modern ColdFusion Apps with Coldbox (i18n/Quick ORM/Lucee/MySQL 5.7),https://www.udemy.com/course/building-modern-coldfusion-apps-with-coldbox-tamarind-v1/,Philippe SAMBOR,4.0,2.0,7.5,55,Intermediate,39.0,Paid,649
Build a Web App With Python and OpenCv : Image Editing App,Build a modern prototype of an image editing web application with streamlit and OpenCv,https://www.udemy.com/course/build-a-web-app-with-python-and-opencv-image-editing-app/,Gasmi Haithem,4.2,2.0,2.0,21,All Levels,6.0,Paid,549
PHP | Create a Cryptocurrency Website From Scratch,Create a Cryptocurrency Website Using PHP,https://www.udemy.com/course/create-cryptocurrency-website-using-php/,Mustafa Alawi,5.0,2.0,2.0,29,Beginner,11.0,Paid,699
Leaflet practice-oriented data visualization with JS,Simple and quickly implementable examples with Leaflet based on Javascript,https://www.udemy.com/course/leaflet-practice-oriented-data-visualization-with-js/,Markus Edenhauser,4.5,2.0,2.5,50,Beginner,18.0,Paid,549
Build an Admin Dashboard Using PHP & MySql,Full-Stack Web Development Bootcamp To Build an Admin Dashboard,https://www.udemy.com/course/build-admin-dashboard-using-php/,Mustafa Alawi,3.1,2.0,7.0,62,All Levels,23.0,Paid,599
Vue JS 2 - Beginners Guide To Fundamentals March 2019,Learn Vue JS the practical way with examples.,https://www.udemy.com/course/vue-js-2-beginners-guide-to-fundamentals-march-2019/,Vamshi Krishna,5.0,2.0,2.5,24,Beginner,14.0,Paid,599
How to create a block for Moodle using PHP,"Step by step, detailed instructions taking you through the complete process from zero code to functioning block.",https://www.udemy.com/course/how-to-create-a-block-for-moodle-using-php/,Chris Richter,4.7,2.0,1.5,15,Intermediate,30.0,Paid,599
Make Money In Stocks With Django Angular And Docker,The Stock Market And Web Development,https://www.udemy.com/course/make-money-in-stocks-with-django-angular-and-docker/,Levi Moore,1.8,2.0,2.5,11,Expert,12.0,Paid,699
React JS & Bootstrap Build Landing Page Portfolio,"In this course, you will learn how to develop web applications with React JS and Bootstrap and decent number of librarie",https://www.udemy.com/course/react-js-bootstrap-build-landing-page-portfolio/,Andrey Dovganyuk,4.0,2.0,8.5,50,All Levels,20.0,Paid,599
Node.JS Express Security: Authentication and Authorization,Updated Oct 2021: Mastering authentication and authorization with Node.JS Express,https://www.udemy.com/course/nodejssecurity/,Agus Kurniawan,3.0,2.0,3.0,26,All Levels,43.0,Paid,599
